artist,genres,popularity,followers,artist_id
Yung Bans,"['plugg', 'rap', 'trap', 'underground hip hop', 'vapor trap']",61,629637,6WkUZyqghQei2G809wMKuZ
jetsonmade,['dream smp'],65,24861,0UcXjTpzt0DmIwPSNwlJfF
bbno$,"['canadian hip hop', 'dark trap', 'vapor trap']",79,955745,41X1TR6hrK8Q2ZCpp2EqCz
Yung Gravy,"['meme rap', 'minnesota hip hop', 'pop rap']",72,1164491,2YOYua8FpudSEiB9s88IgQ
Iggy Azalea,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",74,5781142,5yG7ZAZafVaAlMTeBybKAL
Lil Keed,"['melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",65,735415,3uJx5SnOM59Li7lCxA3b29
Reykon,"['latin', 'latin hip hop', 'latin pop', 'perreo', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",65,2673858,3PAwspMN27PDm81WwXDsMf
Zion & Lennox,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",82,5862466,21451j1KhjAiaYKflxBjr1
J Alvarez,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",70,4199370,6XFITTl7cFTdopDY3lUdlY
Alexis y Fido,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",67,3961897,7tU1VKOuxiNZwBZC6RHidA
Ñejo,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",72,2708203,2OHKEe204spO7G7NcbeO2o
De La Ghetto,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",78,5356192,3EiLUeyEcA6fbRPSHkG5kb
Chloe x Halle,"['alternative r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",65,1407230,0AsThoR4KZSVktALiNcQwW
Tinashe,"['alternative r&b', 'dance pop', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",73,2211467,0NIIxcxNHmOoyBx03SfTCD
Kiana Ledé,"['alternative r&b', 'chill r&b', 'dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",69,1124529,7jZMxhsB8djyIbYmoiJSTs
Tony Dize,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",68,2574541,3LKXWvXFWrkwUzJWxzwVpW
Trebol Clan,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",61,1216041,3YXpTiyVmYCfANOlnWv6vr
"Tito ""El Bambino""","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",69,2823112,5fJsY7afrbsyzJj9wdzJMh
Luny Tunes,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",64,1140962,5pZE9tgrhmIGWAsJZ7YxNK
Tego Calderon,"['latin', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino']",73,2782892,3SUT1jjM5hzZj9TLfLZGIP
Ivy Queen,"['latin', 'latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']",68,1546981,6p2442ymrT9lZEuCZJdYcH
Don Omar,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino']",83,6287906,33ScadVnbm2X8kkUqOkC6Z
Wisin & Yandel,"['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino']",80,4872340,1wZtkThiXbVNtj6hee6dz9
Zion,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",75,2617280,1pgDilWYDWLoOgGjf1iHNu
Baby Rasta & Gringo,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino']",64,2342999,3IEvQoAohcGX7CdrbtIle7
Cosculluela,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",73,4222279,00me4Ke1LsvMxt5kydlMyU
Billy Marchiafava,"['aesthetic rap', 'lo-fi rap', 'meme rap', 'vapor trap']",61,162985,27foDL8SBDLivhZNlDsAza
Tiny Meat Gang,"['meme rap', 'social media pop']",59,384974,072QZuLtCqlAesYnOGY7lN
Dbangz,"['aesthetic rap', 'meme rap', 'vapor trap']",57,247767,4o3KrdNrP5TODhuOesqHfR
Yung Bae,['future funk'],62,156630,30FDJPN3RtwJZ20g5YGCRX
ceo@business.net,['meme rap'],49,19531,62AQgmEbWNT2jh8uL4PfRR
SwuM,"['chillhop', 'lo-fi beats', 'phonk']",59,73216,2Fc1UZXKRmPpWWx1sxcb9m
Futon Don,[],10,113,3XuaGTZMpEtrY6wcb9bPc6
lentra,['canadian hip hop'],65,24473,484bfoveqgHfx2VhNY4zzT
YNG Martyr,"['aesthetic rap', 'meme rap', 'sad lo-fi', 'sad rap']",61,41962,357dDcxIE2hkKGn03PClIF
Shotgun Willy,"['aesthetic rap', 'meme rap', 'sad lo-fi', 'sad rap']",67,250322,7Gz6VlTVwlNtBNMYV4OI3w
Joey Trap,"['dark trap', 'san diego rap', 'underground hip hop', 'vapor trap', 'viral rap']",58,580301,0qpRQJnULShIWFKhcW5pce
Yxngxr1,"['aesthetic rap', 'emo rap', 'sad lo-fi', 'sad rap']",64,105614,2jwRHcdgkRhelYEMqndDKe
Oliver Tree,['alternative hip hop'],81,1688601,6TLwD7HPWuiOzvXEa3oCNe
Terror Reid,"['dark trap', 'underground hip hop']",62,211925,5No9X0ZejwFDnD1dVllwQA
TrippyThaKid,"['dark trap', 'meme rap']",60,48324,4ucIxjoWFS3n9KvguhTWpz
Jory Boy,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",67,1352274,5lFhCi03HDneWzvCxGctrT
DJ Nelson,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",77,825734,2ydZrTy8U3kOMOzx20s3dg
Yaga & Mackie,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",60,352573,16Juw2gfa9IxEL3Vu69cH7
Dubdogz,"['brazilian bass', 'brazilian edm']",72,285892,4cdyqaBREB68H77QKCrKP1
Cat Dealers,"['brazilian edm', 'funk carioca']",66,496166,3q2dSq7VZnj8TmoJUyRm40
Bhaskar,"['brazilian bass', 'brazilian edm', 'brazilian house']",67,210267,6kT18gnkVrCz8xJQcrib7L
Bruno Martini,"['brazilian edm', 'edm', 'pop dance', 'pop nacional']",71,139739,5veVxxPm1vzgi6pO2iVA8L
Oliver Heldens,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",72,932878,5nki7yRhxgM509M5ADlN1p
Tom Enzy,"['brazilian edm', 'pop dance', 'slap house']",60,5450,6Nva7JhU0nL9SZ8ZvJni6O
JØRD,['brazilian edm'],61,144317,2dhLVCzAEMbAu1SSkAoOGV
Brøder,['brazilian edm'],48,3624,7DBx4maFkuoaBd7w7tTsQR
Liu,['brazilian edm'],60,202762,3DnNQH13SfSOjZDsVEa0ht
KVSH,"['brazilian edm', 'trance brasileiro']",68,311120,2uGKgNuq7MnKksXiSO6HjB
Anthony Keyrouz,"['arab electronic', 'brazilian edm', 'pop dance', 'slap house']",61,14992,0y4czH6DnvpftiSoy7V3HY
Jordan Davis,['contemporary country'],71,520696,77kULmXAQ6vWer7IIHdGzI
Chris Lane,"['contemporary country', 'country', 'country road', 'modern country rock']",64,675811,68abRTdO4meYReMWHvBYb0
Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']",65,1045548,78YqeIji3mgAS2K1Maca6x
Michael Ray,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",62,374372,6ghiFYcwn2Vzl6K50U0UPz
Devin Dawson,"['contemporary country', 'country pop', 'modern country rock']",63,173487,2ySHS7UojGu20XfUPaBlyu
Jon Langston,"['contemporary country', 'country pop', 'country road', 'modern country rock']",61,264787,4BANbHDs1IluagTx5eRW2P
Ryan Hurd,"['contemporary country', 'country pop']",66,150967,7lDVEkjIURPMyUYwoQRrpw
Maddie & Tae,"['contemporary country', 'country', 'country pop']",65,828424,34bhyY8jfKez7uKakMfy4y
Old Dominion,"['contemporary country', 'country', 'country road']",71,1106345,6y8XlgIV8BLlIg1tT1R10i
Seth Ennis,"['contemporary country', 'country pop']",48,78638,2dEZtPJFspWetycGtouit2
James Barker Band,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",54,103952,54lUDwCk35ihJuK3yJCqHA
Dylan Schneider,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",50,138241,5lRB3MAJfKzlt7dgYMHWgY
Mitchell Tenpenny,"['contemporary country', 'heartland rock']",69,276555,1p6CdzJRoicjRcSdWoB9Qc
Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']",68,1692587,1mfDfLsMxYcOOZkzBxvSVW
Brett Young,['contemporary country'],70,809396,0fiWOxhsBsQQvFDtxUQWo0
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",70,1705884,1dID9zgn0OV0Y8ud7Mh2tS
Morgan Evans,"['australian country', 'australian pop', 'contemporary country']",61,132071,6fzQ81ouajOEFqCIB9VwrS
Gigolo Y La Exce,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",66,386450,7lCRuW6BSXGAsxuQV9lR0i
Lyanno,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",77,504024,1Ts9of7VPZElwPQnqnDSfW
Anonimus,"['reggaeton', 'reggaeton flow', 'trap latino']",59,211401,62lbdm09j0QUbWB7SqCJvt
Juhn,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",78,858202,2LmcxBak1alK1bf7d1beTr
Milly,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']",62,35458,7kXCcNRLEnblbTAppPraBp
Rafa Pabön,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']",72,159687,11YLRSsZA3YVuQQtHXKTlz
Lenny Tavárez,"['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']",85,1514859,1pQWsZQehhS4wavwh7Fnxd
Pacho El Antifeka,"['reggaeton', 'reggaeton flow', 'trap latino']",54,119920,03Enzet8KLMkjdeQnbqbmn
Dayme y El High,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",59,212894,4JreHVYyb6GqE2BU03Kx96
KEVVO,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",70,318860,4QrBoWLm2WNlPdbFhmlaUZ
Symon Dice,['trap latino'],41,457,13UfNcNfBVluLz2d0J6y6v
Eix,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']",65,21483,384MqcXCGGFh9UcjI5Tpc5
Randy,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",73,192201,7qYeIN2r4H1kBvr0Gm9Iav
Qveen Herby,"['alt z', 'dance pop', 'electropop', 'escape room', 'indie poptimism', 'pop', 'post-teen pop', 'trap queen']",62,367998,4o4tLTIJ3eWMFerz73atcT
Normani,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",74,1582751,2cWZOOzeOm4WmBJRnD5R7I
Jessie Reyez,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'r&b']",72,1028198,3KedxarmBCyFBevnqQHy3P
The Carters,"['pop', 'r&b', 'urban contemporary']",58,1258366,4fpTMHe34LC5t3h5ztK8qu
Janelle Monáe,"['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",69,1161860,6ueGR6SWhUJfvEhqkvMsVs
Leikeli47,"['escape room', 'hip pop', 'trap queen']",53,204283,0DtXHIvJ8NWBg5pGvsgWnR
Rico Nasty,"['dance pop', 'dmv rap', 'escape room', 'pop', 'trap queen']",70,836434,2OaHYHb2XcFPvqL3VsyPzU
Todrick Hall,"['dance pop', 'pop']",63,333891,0gBvuNzrFCOVaiyKexoYMH
Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",73,1816473,2wIVse2owClT7go1WT98tk
Princess Nokia,"['escape room', 'lgbtq+ hip hop', 'trap queen']",67,502902,6lay1nwbE6hTx1jivysUAL
RuPaul,"['dance pop', 'diva house', 'pop', 'strut']",63,601506,2SdOKxC1sSxEyv8JYERaNe
Rina Sawayama,"['art pop', 'dance pop', 'electropop', 'escape room', 'pop']",64,617025,2KEqzdPS7M5YwGmiuPTdr5
Kim Petras,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie poptimism', 'pop', 'post-teen pop', 'transpop']",70,649912,3Xt3RrJMFv5SZkCfUE8C1J
Kid Ink,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,2750062,6KZDXtSj0SzGOV705nNeh3
Young Money,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",66,2222716,5OrB6Jhhrl9y2PK0pSV4VP
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",62,761578,6z1cicLMt9XArxN10q7m8a
Ace Hood,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",66,1500439,31HjiqargV4NAw4GZqUale
Wiz Khalifa,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",85,10270402,137W8MRPWKqSmrBGDBFSop
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,6759497,17lzZA2AlOHwCwFALHttmp
Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,2300436,6f4XkbvYlXMH0QgVRzW0sM
Yo Gotti,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",72,3538375,6Ha4aES39QiVjR0L2lwuwq
Juicy J,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,2694522,5gCRApTajqwbnHHPbr2Fpi
T-Pain,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",80,3555695,3aQeKQSyrW4qWr35idm0cy
Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,5344417,1sBkRIssrMs1AbVkOJbc7a
Wale,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",76,3383497,67nwj3Y5sZQLl72VNUHEYE
Sage The Gemini,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,778811,6d47Z08T4snK50HgTEHo5Z
Kamaiyah,"['cali rap', 'oakland hip hop', 'west coast trap']",57,142741,3XVpDdKav6C6zwlDXPhMEO
SOB X RBE,"['cali rap', 'trap', 'underground hip hop', 'vapor trap', 'west coast trap']",60,491102,2TImI3DW7o5MdRXJs4D37h
Joe Moses,"['cali rap', 'trap', 'west coast trap']",54,78839,54QA4zjZDOyaLN8bVthBjP
Problem,"['cali rap', 'gangster rap', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast trap']",58,231676,0399oiMcmbOzzsYQDNYqxn
Iamsu!,"['cali rap', 'hyphy', 'pop rap', 'west coast trap']",62,249635,2ZavqCJe7uqkRpISes0NFi
O.T. Genasis,"['pop rap', 'rap', 'southern hip hop', 'trap']",60,900859,1Zatb2YN4erBOoSivOXc0o
RJMrLA,"['cali rap', 'west coast trap']",59,95879,6kQWPGBItT0oMCHZy3M9DN
Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,2174278,4DdkRBBYG6Yk9Ka8tdJ9BW
Nef The Pharaoh,"['cali rap', 'hyphy', 'west coast trap']",53,148835,3DiSC0nSNNWpPy5ZK3mcrz
Mozzy,"['cali rap', 'pop rap', 'rap', 'sacramento hip hop', 'trap']",74,566179,4AA474G2hRfrHyGrfyDseO
P-Lo,"['asian american hip hop', 'cali rap', 'hyphy', 'west coast trap']",56,98317,2QLM9IFaHBtB16b8ZDaA3A
Takeoff,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",62,1250299,3EW0kQ1skZiK1NHg3Spt9J
Mike Perry,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",68,1270694,6lB8vOoI4DRrrVxXwuV19c
Loud Luxury,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",71,493332,6t1gpxYbY8OlLA7D2RiikQ
Gryffin,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",75,762697,2ZRQcIgzPCVaT9XKhXZIzh
Lost Kings,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",64,337236,3hyEbRtp617pNCuuQjyOmc
Seeb,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house']",72,253205,5iNrZmtVMtYev5M9yoWpEq
Cash Cash,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",69,630727,1LOB7jTeEV14pHai6EXSzF
ILLENIUM,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",77,1188545,45eNHdiiabvmbp4erw26rg
Slushii,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",60,625653,41rVuRHYAiH7ltBTHVR9We
DVBBS,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",68,947349,5X4LWwbUFNzPkEas04uU82
NGHTMRE,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance', 'vapor twitch']",66,414516,76M2Ekj8bG8W7X2nbx2CpF
San Holo,"['edm', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",64,647420,0jNDKefhfSbLR9sFvcPLHo
Scorey,['upstate ny rap'],62,113560,0X3nsc84A9qlFilmlWNwQb
Yungeen Ace,"['florida rap', 'melodic rap', 'pop rap', 'trap']",65,807102,7hj7ffJe6UkF1gsMpuweSI
NoCap,"['alabama rap', 'atl trap', 'trap']",66,594242,4PNHuWkk4ee6R8WEhFVPf5
Alex Gargolas,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",64,25499,7awyvLSthqOcL5A3hnR1pf
Smokepurpp,"['dark trap', 'melodic rap', 'meme rap', 'miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",67,2379357,21dooacK2WGBB5amYvKyfM
Young Stoner Life,"['hip hop', 'rap', 'trap']",71,66611,1xr2G8Hlx4QWmT9HaUbmoO
MadeinTYO,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",68,993388,5SyGEPymt1G2uto47tVWvZ
SoFaygo,"['glitchcore', 'plugg', 'vapor trap']",71,281526,2SJhf6rTOU53g8yBdAjPby
YNW BSlime,"['melodic rap', 'social media pop']",53,243043,2KCRLxlHd2OgZG6YAOAcSu
Mala Rodríguez,"['latin alternative', 'latin hip hop', 'rap latina', 'spanish hip hop']",63,437255,3Ces1OJeGOVGcUB0wPaPXJ
DELLAFUENTE,"['flamenco urbano', 'trap latino', 'urbano espanol']",68,476506,4bJh7sMPcVRiqe5jlnsWQV
Paloma Mami,"['latin pop', 'reggaeton chileno', 'trap chileno']",67,975873,7rOlQwf8OuFLFQp4aydjBt
Ms Nina,"['perreo', 'rap latina', 'urbano espanol']",57,119918,43Hr2FjhVehkROIIEb7EfQ
Bad Gyal,"['rap catala', 'rap latina', 'trap catala', 'trap latino', 'urbano espanol']",70,602838,4F4pp8NUW08JuXwnoxglpN
Nathy Peluso,"['r&b en espanol', 'rap latina']",75,712599,3VHAySZQPlfGlNLslzXYpN
La Zowi,"['rap latina', 'urbano espanol']",55,118915,1jB62pOe5WpGiHOBDtKBBG
Cruz Cafuné,"['rap canario', 'urbano espanol']",65,179265,0jeYkqwckGJoHQhhXwgzk3
Tomasa del Real,"['chilean indie', 'rap latina']",44,52039,3Dz4sliAAIVOlALfHW9TtD
Maikel Delacalle,"['latin pop', 'rap canario', 'trap latino', 'urbano espanol']",65,357931,2t7vyRN71qtQT18frElAnV
Yung Beef,"['drill espanol', 'emo trap en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",68,248940,1rTUwYS38LkQTlT2fhikch
Lola Indigo,"['latin pop', 'spanish pop']",69,640112,3bvfu2KAve4lPHrhEFDZna
Princesa Alba,"['chilean indie', 'trap chileno']",59,136820,3hvDAraTidCTjQHIc4m8P3
Alvaro Diaz,"['trap boricua', 'trap latino', 'urbano espanol']",69,128283,5J7rXWjtn5HzUkJ4Jet8Fr
Kaydy Cain,"['trap latino', 'urbano espanol']",66,301269,4nXXIxTneJksvGXrlmX8oA
Don Patricio,"['rap canario', 'trap latino', 'urbano espanol']",64,532883,6vPXtLmNd3mW0dd1Rb9eQ9
Chocolate Remix,['rap latina'],33,23992,4kkuyWmpashrooyOFvHX2m
BEA PELEA,"['rap latina', 'urbano espanol']",42,25772,7n8CEf82NSsckIB7kMwm9d
XYLØ,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop', 'vapor soul']",56,280235,6ioOEWNNGK40H8xrGj6XPW
Kailee Morgue,"['alt z', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'pop']",56,267165,245PKF3hKjtxJKIG153kF0
Ella Vos,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'la pop']",55,181364,2zmrsXMHxagFz6vI2cD7r6
Elohim,"['alt z', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul', 'vapor twitch']",57,153154,6wKxOKEA3K6R2UZ3COLXEY
Au/Ra,"['alt z', 'deep pop edm', 'electropop', 'indie poptimism', 'pop']",70,385475,1eMmoIprPDWeFdB1FxU6ZV
Transviolet,"['alt z', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'pop', 'vapor soul']",50,165230,7ixzNQXQ64I2ayrtyhlF7i
Skott,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",50,128037,6J3RPKUwZlKMzh3vWa9wPc
Marian Hill,"['electropop', 'indie poptimism']",59,448335,1xHQO9GJIW9OXHxGBISYc5
Kiiara,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",66,806170,4u5smJBskI6Adzv08PuiUP
VÉRITÉ,"['alt z', 'brooklyn indie', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'nyc pop', 'pop', 'vapor pop', 'vapor soul']",55,265873,1Fr6agZ6iSM5Ynn2k4C8sc
bülow,"['alt z', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'social media pop']",64,405001,5vBrKGOjN10BMwB0cJADj4
Wrabel,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",65,197530,7r2uG6BlFXKcwmh9ItqlII
Luna Shadows,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",39,96502,55SUpsj027epu8yi663EKZ
EZI,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'nyc pop']",50,111154,6JINIoM2HUR5ZNTJwoR9eC
Zella Day,"['alt z', 'electropop', 'gauze pop', 'indie poptimism', 'pop']",63,392574,100sLnojEpcadRx4edEBA6
Lostboycrow,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop', 'pop edm']",54,123056,5PxCTrv3Y1xVACfngpt7D2
BROODS,"['art pop', 'auckland indie', 'australian pop', 'electropop', 'etherpop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'nz pop', 'pop', 'pop rock', 'shimmer pop', 'tropical house', 'vapor soul']",62,463350,5r5Va4lVQ1zjEfbJSrmCsS
UPSAHL,"['alt z', 'electropop', 'indie poptimism', 'modern indie pop', 'modern rock', 'pop', 'social media pop']",68,219208,1294QqYm1VuxxjRiL9M0h9
Charlotte Lawrence,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",65,854201,7LImGq5KnzQobZciDJpeJb
Carly Rae Jepsen,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",74,4822839,6sFIWsNpZYqfjUpaCgueju
Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop']",79,6807568,6LqNN22kT3074XbTVUrhzX
Slayyyter,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop']",61,233403,4QM5QCHicznALtX885CnZC
Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",79,8082203,0p4nmQO2msCgU4IF37Wi3j
Freddie Mercury,['glam rock'],63,5213196,4M1FpEWs2PeYfJe7xxJfhH
Electric Light Orchestra,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",73,3034482,7jefIIksOi1EazgRTfW2Pk
Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",78,11270099,7Ey4PD4MYsKc5I2dolUwbH
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",80,7506971,0oSGxfWSnnOXhD2fKuz2Gy
The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'rock']",71,4280999,67ea9eGLXYMsO2eYQRui3w
KISS,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",74,6563982,07XSN3sPlIlB2L2XNcTwJw
Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",71,2446621,3JsMj0DEzyWc0VDlHuy9Bx
Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",79,11522319,36QJpDe2go2KgaRleHCDTp
Deep Purple,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",70,4265150,568ZhdwyaiCyOGJRtNYhWf
Boston,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",68,1980315,29kkCKKGXheHuoO829FxWK
Billy Joel,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",78,3915486,6zFYqv1mOsgBRQbae3JJ9e
Styx,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",64,1382566,4salDzkGmfycRqNUbyBphh
Wings,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",66,740588,3sFhA6G1N0gG1pszb6kk1m
