"track_id","Artist","Track.Name","top.rank","total.plays","average.daily.plays","days.in.chart","artist_id","followers","genres","popularity","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","key","duration_ms","loudness","mode","valence"
"3EApebexZ7YqDIqw2EMTDh","Chance the Rapper","I Might Need Security",36,12514934,962687.230769231,13,"1anyVhU62p31KFi8MEzkbf",3755145,"[u'conscious hip hop', u'hip hop', u'pop', u'pop rap', u'rap']",83,0.693,0.351,110.568,0.408,0.177,0,0.514,9,240640,-5.868,1,0.287
"3ebXMykcMXOcLeJ9xZ17XH","Martin Garrix","Scared to Be Lonely",143,36596971,554499.560606061,66,"60d24wfXkVzDSfLS6hyCjZ",8337202,"[u'big room', u'edm', u'pop', u'progressive house', u'tropical house']",86,0.54,0.261,137.972,0.0576,0.0895,0,0.584,1,220883,-7.786,0,0.195
"3edzl4zvKFi0D3iuF6cs2f","Quavo","PASS OUT (feat. 21 Savage)",17,15868009,1133429.21428571,14,"0VRj0yCOv2FXJNP47XQnx5",2398668,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'trap music']",90,0.786,0.195,143.038,0.208,0.0403,0,0.917,11,224903,-4.921,0,0.441
"3EikYy40GMSp8l5mDV6IQo","Ski Mask The Slump God","Foot Fungus",76,6066404,866629.142857143,7,"2rhFzFmezpnW82MNqEKVry",1642010,"[u'miami hip hop', u'rap', u'trap music']",87,0.623,0.0964,88.953,0.119,0.257,1.5e-06,0.881,1,129547,-9.662,1,0.745
"3eIRxkHV1xKsSJ8WWFfGjE","Dark Polo Gang","British",188,647852,647852,1,"4CuMwzDzEdlUJMEna38VQ0",808019,"[u'italian alternative', u'italian hip hop']",70,0.488,0.0474,95.987,0.168,0.00875,8.39e-05,0.84,9,188850,-7.717,1,0.307
"3eMwf7uAEn1VJcmd12gMmi","Capital Bra","Fightclub (feat. Samra & AK Ausserkontrolle)",162,1271633,635816.5,2,"4WZGDpNwrC0vNQyl9QzF7d",1440803,"[u'german hip hop']",84,0.596,0.155,179.989,0.447,0.0325,0,0.749,2,237333,-4.374,1,0.205
"3EPXxR3ImUwfayaurPi3cm","Dean Lewis","Be Alright",12,292110842,1792091.05521472,163,"3QSQFmccmX81fWCUSPTS7y",243113,"[u'australian pop', u'pop']",82,0.586,0.0813,126.684,0.0362,0.697,0,0.553,11,196373,-6.319,1,0.443
"3EQ9QP2E7wjYQba8OSPBst","Meek Mill","Intro",139,1623621,811810.5,2,"20sxb77xiYeusSH8cVdatc",2682339,"[u'pop', u'pop rap', u'rap', u'trap music']",90,0.76,0.359,96.044,0.221,0.0557,0,0.678,1,213402,-5.546,1,0.24
"3eR23VReFzcdmS7TYCrhCe","Kygo","It Ain't Me (with Selena Gomez)",102,42097435,619079.926470588,68,"23fqKkggKUBHNkbKtXEls4",4095336,"[u'edm', u'pop', u'tropical house']",87,0.533,0.0864,99.968,0.0706,0.119,0,0.64,0,220781,-6.596,1,0.515
"3eYnKe0LhQA1B5HEkQaRTP","Justin Bieber","The Christmas Song (Chestnuts Roasting On An Open Fire)",162,1801930,900965,2,"1uNFoZAHBGtllmzznpCI3s",25881552,"[u'canadian pop', u'dance pop', u'pop', u'post-teen pop']",91,0.436,0.102,69.047,0.0411,0.45,0,0.265,9,215160,-9.542,0,0.159
"3F57PtOdqRpD6euFYqtKXX","Lil Baby","I Am (Lil Baby & Gunna)",141,861888,861888,1,"5f7VJjfbwm532GiveGC0ZK",1291092,"[u'atl hip hop', u'atl trap', u'rap', u'trap music']",92,0.481,0.122,129.97,0.415,0.348,0,0.819,1,145060,-6.67,1,0.279
"3fEpuoSr8ufvyRR7s2jB3U","DJ Durel","Hot Summer",196,536832,536832,1,"1MHslxKWxauC559dXYEX1C",2794,"[u'rap', u'southern hip hop', u'trap music']",55,0.632,0.378,92.011,0.278,0.0236,0,0.918,1,231482,-6.979,1,0.396
"3fFBZvG777xoKyvcrBq7lc","Future","Red Bentley (feat. Young Thug)",84,1703514,851757,2,"1RyvyyTE3xzB2ZywiAwp0i",7452986,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",91,0.609,0.179,149.991,0.237,0.0301,1.61e-05,0.903,10,207867,-7.555,0,0.268
"3fpVWegR6YOS1Yk5HSMYIq","Post Malone","Paranoid",2,129346771,1437186.34444444,90,"246dkjvS1zLTtiykXe5h60",9978894,"[u'pop', u'rap']",97,0.554,0.166,159.85,0.137,0.0379,3.84e-05,0.61,0,221787,-5.501,1,0.244
"3Ga6eKrUFf12ouh9Yw3v2D","Anitta","Downtown",21,208652626,1199153.02298851,174,"7FNnA9vBm6EKceENgCGRMb",6831491,"[u'baile pop']",85,0.679,0.068,166.008,0.135,0.18,7.26e-05,0.775,4,193456,-4.985,0,0.619
"3GVkPk8mqxz0itaAriG1L7","XXXTENTACION","Everybody Dies In Their Nightmares",6,211604535,849817.409638554,249,"15UsOTVnJzReFVN1VCnxy4",9514880,"[u'emo rap', u'miami hip hop']",99,0.57,0.112,129.953,0.133,0.847,2.14e-05,0.734,7,95467,-7.066,0,0.689
"3h1EREJfCwyv6cG7CGak5d","Stevie Wonder","What Christmas Means To Me",48,7980221,1140031.57142857,7,"7guDJrEfX3qb6FEbdPA5qi",3200028,"[u'adult standards', u'boston hardcore', u'motown', u'quiet storm', u'soul']",81,0.542,0.0839,167.486,0.0367,0.244,0,0.478,5,147227,-10.135,1,0.821
"3hB5DgAiMAQ4DzYbsMq1IT","Justin Bieber","Love Yourself",194,560456,560456,1,"1uNFoZAHBGtllmzznpCI3s",25881552,"[u'canadian pop', u'dance pop', u'pop', u'post-teen pop']",91,0.378,0.28,100.418,0.438,0.835,0,0.609,4,233720,-9.828,1,0.515
"3Hb9kUdm4yf839Fle4RIdT","MC L da Vinte","Parado no Bailão",121,9657660,689832.857142857,14,"0lHB0Qc4pmD5RkTLlHeESo",57822,"[u'deep funk carioca']",72,0.599,0.0775,86.533,0.149,0.381,0,0.828,11,171692,-1.624,1,0.478
"3hBBKuWJfxlIlnd9QFoC8k","Maroon 5","What Lovers Do (feat. SZA)",8,284124228,922481.25974026,308,"04gDigrS5kc9YWfZHwBETP",15251122,"[u'pop']",90,0.615,0.0855,110.009,0.0671,0.0786,2.98e-06,0.795,5,199849,-5.211,0,0.393
"3HgA5R5alihocnOYE9ihpS","Pusha T","Hard Piano",128,1475294,737647,2,"0ONHkAv9pCAFxb0zJwDNTy",1120104,"[u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",76,0.778,0.21,82.193,0.178,0.0347,0,0.582,4,195733,-3.776,0,0.205
"3HPpOFmDibEO06Z2q4ZN5u","The 1975","I Always Wanna Die (Sometimes)",125,955805,955805,1,"3mIj9lX2MWuHmhNCA7LSCW",2738235,"[u'modern alternative rock', u'nu gaze', u'pop', u'shiver pop']",85,0.473,0.123,148.835,0.0325,0.00527,0.00162,0.376,4,314663,-5.636,1,0.0398
"3HxYOwZZHZn5mC1drqPQqR","Young Thug","It's A Slime (feat. Lil Uzi Vert)",196,605658,605658,1,"50co4Is1HCEo8bhOyUWKpn",3597962,"[u'atl hip hop', u'atl trap', u'gangster rap', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",87,0.464,0.0938,75.5,0.346,0.00449,0,0.863,1,142840,-10.559,1,0.566
"3IkWmgGsXbsafrunwPojXO","Hugh Jackman","From Now On",130,22574546,594067,38,"5F1aoppMtU3OMiltO8ymJ2",221267,"[u'hollywood']",80,0.518,0.585,108.027,0.04,0.00483,0.00895,0.516,4,349560,-10.383,1,0.0834
"3iMRGDhn0ghHIUMmlKrJOh","Band Aid 30","Do They Know It's Christmas? - 2014",162,1019409,1019409,1,"6KfzyefHYuqfWaI5taICaN",2233,"[]",64,0.529,0.12,112.028,0.0321,0.372,0,0.626,0,228916,-7.561,1,0.232
"3irKogkH8P1B1nONmEcHgY","Logic","YSIV",128,1542023,771011.5,2,"4xRYI6VqpkE3UwrDrAZL8L",3200383,"[u'conscious hip hop', u'hip hop', u'pop rap', u'rap']",86,0.782,0.111,91.073,0.309,0.0821,0,0.758,10,369240,-6.153,0,0.676
"3ITvHA9zhZZdBJsOsAUegF","Bad Bunny","Amorfoda",10,156414720,1303456,120,"4q3ewBCX7sLwd24euuV69X",10218751,"[u'reggaeton', u'trap latino']",96,0.461,0.0796,148.129,0.0749,0.983,7.86e-05,0.727,9,155676,-7.527,0,0.198
"3iwZ8hg0q1kTBB5kjg0nO4","Slade","Merry Xmas Everybody",110,2344557,1172278.5,2,"10n5lhNDoSMUHWLlnST1yw",80847,"[u'album rock', u'glam rock', u'hard rock']",67,0.623,0.159,128.268,0.0499,0.0199,0.000731,0.367,7,205467,-9.436,1,0.511
"3jHsYztlhj1GunIF6yIePH","6ix9ine","WONDO",75,1875183,937591.5,2,"7gZfnEnfiaHzxARJ2LeXrf",3170064,"[u'emo rap', u'rap']",93,0.853,0.147,92.938,0.298,0.0785,0,0.775,7,121129,-5.867,1,0.537
"3ji4bcQugJj5B6NRGYDNwP","Jess Glynne","Thursday",127,819438,819438,1,"4ScCswdRlyA23odg9thgIO",1232108,"[u'dance pop', u'pop', u'post-teen pop', u'tropical house']",83,0.582,0.0419,112.064,0.0454,0.428,0,0.82,2,214027,-4.441,1,0.309
"3jipFRgLyKK0oJoG1pKicx","Drake","Jaded",23,23223132,1290174,18,"3TVXtAsR1Inumwj472S9r4",31358122,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",100,0.272,0.175,116.036,0.041,0.0366,0,0.766,0,262453,-5.696,1,0.037
"3JJYIoJ5FyY9E0DGjr7SXF","Lauv","Enemies",90,30706431,697873.431818182,44,"5JZ7CnR6gTvEMKX4g70Amv",848721,"[u'dance pop', u'electropop', u'pop', u'post-teen pop']",84,0.693,0.122,126.025,0.044,0.175,0,0.696,3,194755,-4.64,1,0.601
"3Jo2cNQKU6Je7LVClYyJH9","Migos","Top Down On Da NAWF",187,653283,653283,1,"6oMuImdp5ZcFhWP0ESe6mG",8097451,"[u'atl hip hop', u'pop', u'rap', u'trap music']",87,0.438,0.104,151.021,0.0744,0.00265,0.004,0.815,5,295487,-7.808,1,0.144
"3js3wKPw8VxBWtcXtwyUnA","Sfera Ebbasta","Rockstar",96,4828409,689772.714285714,7,"23TFHmajVfBtlRx5MXqgoz",2697786,"[u'italian hip hop']",81,0.627,0.211,149.989,0.111,0.263,0,0.798,9,195947,-6.234,1,0.762
"3JX0dOCIAiaR8MP3ryXWuM","Lil Wayne","What About Me (feat. Sosamann)",16,19344033,1381716.64285714,14,"55Aa2cqylxrFIXC767Z865",7158460,"[u'hip hop', u'pop rap', u'rap', u'trap music']",91,0.44,0.122,118.089,0.0401,0.0263,1.9e-06,0.784,10,216961,-6.566,1,0.22
"3K6U7TamNyVSWcFH8pCQHX","Playboi Carti","Love Hurts (feat. Travis Scott)",140,788379,788379,1,"699OTQXzgjhIYAHMy9RyPD",1927072,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",81,0.45,0.111,140.981,0.0496,0.0315,1.36e-05,0.724,4,180560,-5.763,0,0.464
"3kh6liHZ8IHHRFMHXNJ79Y","Migos","Higher We Go - Intro",37,3842559,960639.75,4,"6oMuImdp5ZcFhWP0ESe6mG",8097451,"[u'atl hip hop', u'pop', u'rap', u'trap music']",87,0.547,0.215,152,0.0942,0.0768,0,0.815,8,255849,-4.041,1,0.183
"3KnLHwhRhJGuQM822JVSoI","Justin Timberlake","Morning Light",149,722801,722801,1,"31TPClRtHm23RisEBtV3X7",7428148,"[u'dance pop', u'pop']",83,0.497,0.193,155.908,0.119,0.382,0.0482,0.62,9,243040,-9.585,0,0.55
"3kxfsdsCpFgN412fpnW85Y","Childish Gambino","Redbone",103,72220703,612039.855932203,118,"73sIBHcqh3Z3NyqHKZ7FOL",4263935,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap']",82,0.356,0.123,160.033,0.0941,0.172,0.00943,0.745,1,326933,-10.425,1,0.607
"3KYOGt8IO6j8wptkG9THag","Hozier","Take Me to Church",140,8179224,584230.285714286,14,"2FXC3k01G6Gw61bmprjgqS",2703888,"[u'folk-pop', u'irish singer-songwriter', u'pop']",79,0.664,0.116,128.945,0.0464,0.634,0,0.566,4,241693,-5.303,0,0.437
"3L0IKstjUgDFVQAbQIRZRv","Playboi Carti","R.I.P.",130,829435,829435,1,"699OTQXzgjhIYAHMy9RyPD",1927072,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",81,0.723,0.086,140.003,0.16,0.0119,0,0.725,8,192027,-6.067,0,0.509
"3L19besdNQzd342qL78xqm","A Boogie Wit da Hoodie","Demons and Angels (feat. Juice WRLD)",120,5030252,718607.428571429,7,"31W5EY0aAly4Qieq6OFu6I",2239608,"[u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",89,0.55,0.107,76.503,0.17,0.0114,5.69e-06,0.81,2,214593,-7.46,0,0.183
"3LHYmz86DxGInsRp3wiiW5","Nicki Minaj","Ganja Burn",109,3755596,625932.666666667,6,"0hCNtLu0JehylgoiP8L4Gh",13790129,"[u'dance pop', u'hip pop', u'pop', u'pop rap']",95,0.902,0.137,108.992,0.0632,0.161,0.00199,0.755,1,294187,-2.835,0,0.76
"3LR0t8XqZ1FUj6nj01sXN0","Lil Yachty","Who Want The Smoke?",164,1785919,595306.333333333,3,"6icQOAFXDZKsumw3YXyusw",4509294,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",86,0.751,0.127,140.029,0.311,0.0732,0,0.899,11,198667,-4.063,0,0.636
"3ltYJpvukgAb9hLpCLoDOm","Shawn Mendes","Nervous",16,34614355,1116592.09677419,31,"7n2wHs1TKAczGzO7Dd2rGr",13933939,"[u'canadian pop', u'dance pop', u'pop', u'post-teen pop', u'viral pop']",90,0.625,0.125,121.982,0.0769,0.0415,0,0.839,0,164187,-6.761,1,0.748
"3m2aDCqn8eT5ElXDUiboGU","Lil Yachty","Get Dripped (feat. Playboi Carti)",97,5163064,737580.571428571,7,"6icQOAFXDZKsumw3YXyusw",4509294,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",86,0.489,0.411,130.021,0.462,0.105,0,0.95,8,158769,-8.411,1,0.919
"3m660poUr1chesgkkjQM7P","Demi Lovato","Sorry Not Sorry",53,152877476,738538.531400966,207,"6S2OmqARrzebs0tKUEyXyp",12125244,"[u'dance pop', u'pop', u'post-teen pop']",87,0.633,0.29,144.021,0.241,0.0214,0,0.704,11,203760,-6.923,0,0.863
"3mNfKVgSiejiZYmFRVjNbQ","Justin Timberlake","Montana",191,600476,600476,1,"31TPClRtHm23RisEBtV3X7",7428148,"[u'dance pop', u'pop']",83,0.757,0.102,97.986,0.0492,0.23,0.139,0.752,11,279907,-5.174,0,0.716
"3MrTi2XjvQCZm8V1P1ryuR","Samra","Cataleya",196,636952,636952,1,"6h1s4i4XKIYv4ErDelLDN0",43621,"[u'deep german hip hop', u'german hip hop']",73,0.794,0.168,90.125,0.306,0.0763,0,0.708,1,171681,-4.409,0,0.69
"3mvYQKm8h6M5K5h0nVPY9S","Drake","After Dark (feat. Static Major & Ty Dolla $ign)",177,617991,617991,1,"3TVXtAsR1Inumwj472S9r4",31358122,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",100,0.428,0.138,141.95,0.192,0.0414,0,0.686,2,289560,-13.072,1,0.329
"3MxbRHE1u74SoMNR9iURIZ","MC Bruninho","Jogo do Amor",161,2889345,577869,5,"3shPgAzHMyRwWOkXeoWKeB",169142,"[u'brega funk', u'deep funk carioca']",69,0.52,0.071,154.06,0.0866,0.212,0,0.758,1,144039,-6.405,1,0.857
"3MZ7TxuXNnwYXm2KZGap5g","Florence + The Machine","South London Forever",188,647879,647879,1,"1moxjboGR7GNWYIMWsRjgG",4180045,"[u'chamber pop', u'folk-pop', u'pop']",79,0.577,0.195,107,0.0274,0.613,0.0013,0.676,9,262680,-7.82,0,0.49
"3n3b5WNEohHP7Ou4ndBo6b","Sam Smith","Pray",149,649913,649913,1,"2wY79sveU1sp5g7SokKOiI",7612785,"[u'pop', u'post-teen pop']",90,0.448,0.0887,87.919,0.0617,0.224,0,0.637,4,221760,-7.968,0,0.224
"3nAp4IvdMPPWEH9uuXFFV5","Kelly Clarkson","Underneath the Tree",18,36584410,1261531.37931034,29,"3BmGtnKgCSGYIUhmivXKWX",4332672,"[u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'r&b', u'talent show']",83,0.812,0.214,159.876,0.0537,0.0013,1.99e-05,0.509,8,229640,-5.438,1,0.689
"3NbTQ8ZbHU6MSEVUFAVCJ9","Ariana Grande","better off",39,7858403,982300.375,8,"66CXWjxzNUsdJxJ2JdwvnR",22351014,"[u'dance pop', u'pop', u'post-teen pop']",98,0.524,0.112,92.568,0.0537,0.216,0,0.597,11,171333,-7.247,1,0.0549
"3nc420PXjTdBV5TN0gCFkS","Martin Garrix","Ocean (feat. Khalid)",13,227443063,1378442.80606061,165,"60d24wfXkVzDSfLS6hyCjZ",8337202,"[u'big room', u'edm', u'pop', u'progressive house', u'tropical house']",86,0.693,0.0891,139.912,0.0412,0.584,9.58e-05,0.506,0,216420,-7.265,0,0.221
"3ncgNpxLoBQ65ABk4djDyd","Famous Dex","PICK IT UP (feat. A$AP Rocky)",53,143799117,817040.4375,176,"0WOxhx4hikIsyF3CRPLC8W",1298865,"[u'drill', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop', u'vapor trap']",77,0.467,0.334,135.995,0.119,0.0149,0.000238,0.921,1,191252,-8.443,1,0.287
"3NdDpSvN911VPGivFlV5d0","ZAYN","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",111,57452958,617773.741935484,93,"5ZsFI1h6hIdQRw2ti0hz81",6418137,"[u'dance pop', u'electropop', u'pop', u'post-teen pop']",86,0.451,0.325,117.973,0.0585,0.0631,1.3e-05,0.735,0,245200,-8.374,1,0.0862
"3NelcGZ46JmV9LqOD1pnxA","NAV","Faith (feat. Quavo)",156,704091,704091,1,"7rkW85dBwwrJtlHRDkJDAC",1111742,"[u'canadian hip hop', u'pop', u'pop rap', u'rap', u'trap music']",82,0.61,0.0882,157.1,0.107,0.758,0,0.527,1,199973,-6.903,0,0.549
"3NfxSdJnVdon1axzloJgba","Aretha Franklin","I Say a Little Prayer",45,3421119,1140373,3,"7nwUJBm0HE4ZxD3f5cy5ok",1670580,"[u'christmas', u'classic soul', u'jazz blues', u'memphis soul', u'soul', u'southern soul']",76,0.355,0.0585,133.03,0.0352,0.48,0,0.59,9,216773,-14.051,1,0.499
"3ngc7rGlfeFaskU90EWl4R","Lauren Daigle","You Say",193,1168776,584388,2,"40LHVA5BTQp9RxHOQ9JPYj",638917,"[u'christian music']",77,0.637,0.0882,147.924,0.0333,0.669,0,0.494,5,274693,-6.381,1,0.1
"3nTDO6k4R6i3FpKx0QNgJ5","Ski Mask The Slump God","So High",183,746473,746473,1,"2rhFzFmezpnW82MNqEKVry",1642010,"[u'miami hip hop', u'rap', u'trap music']",87,0.435,0.114,141.914,0.0428,0.122,0.000549,0.7,0,149813,-12.597,1,0.21
"3obgSF06ki98lYNLNq5vCB","Juice WRLD","Wasted (feat. Lil Uzi Vert)",66,81305341,797111.18627451,102,"4MCBfE4596Uoi2O4DtmEMz",2590002,"[u'rap']",93,0.579,0.0952,144.994,0.202,0.0381,0,0.742,0,258475,-5.024,1,0.502
"3oHkMCVJyOcjg5FhfLc2Rq","A$AP Rocky","A$AP Forever REMIX",37,5494946,915824.333333333,6,"13ubrt8QOOCPljQ2FL1Kca",4803323,"[u'east coast hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",88,0.754,0.136,62.839,0.275,0.299,0,0.322,10,315773,-6.416,0,0.392
"3Ol2xnObFdKV9pmRD2t9x8","A Boogie Wit da Hoodie","Look Back At It",53,9805991,1089554.55555556,9,"31W5EY0aAly4Qieq6OFu6I",2239608,"[u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",89,0.587,0.148,96.057,0.0413,0.407,0,0.791,3,179449,-5.075,0,0.536
"3p6hnejEQYXkiTO1lAzVc0","BTS","Euphoria",71,3819200,763840,5,"3Nrfpe0tUJi4K4DXYWgMUX",8375810,"[u'k-pop']",90,0.799,0.0921,104.995,0.0338,0.394,0,0.637,2,228615,-4.519,1,0.562
"3PdgIdRXJjgxfOr7slldel","Chance the Rapper","Work Out",120,2043417,681139,3,"1anyVhU62p31KFi8MEzkbf",3755145,"[u'conscious hip hop', u'hip hop', u'pop', u'pop rap', u'rap']",83,0.659,0.106,173.988,0.312,0.492,0,0.678,1,243180,-4.694,1,0.675
"3pf6HWXtEalIWoZcPTFbc6","Khalid","The Ways (with Swae Lee)",28,39563906,1069294.75675676,37,"6LuN9FCkKOj5PcnpouEgny",4463098,"[u'pop']",95,0.706,0.148,140.044,0.0511,0.0651,0,0.728,11,238893,-5.881,0,0.589
"3PhbzvTllkq1rkULafc6ns","Arctic Monkeys","The Ultracheese",73,1812066,906033,2,"7Ln80lUS6He07XvHI8qqHH",7143278,"[u'garage rock', u'indie rock', u'modern rock', u'permanent wave', u'rock', u'sheffield indie']",85,0.555,0.126,131.497,0.0404,0.624,3.98e-05,0.476,9,217720,-6.551,1,0.426
"3PIDciSFdrQxSQSihim3hN","Mariah Carey","Christmas (Baby Please Come Home)",35,18638505,1035472.5,18,"4iHNK0tOyZPYnBU7nGAgpQ",3808161,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",89,0.782,0.109,127.16,0.0311,0.022,0,0.566,3,153240,-7.444,1,0.697
"3pIigjAWkzwAonXpJ1fmSF","The Chainsmokers","Everybody Hates Me",51,35994777,899869.425,40,"69GGBxA162lTqCwzJG5jLp",10309994,"[u'edm', u'electropop', u'pop', u'tropical house']",89,0.755,0.368,154.801,0.0455,0.00836,0,0.471,11,224027,-6.612,0,0.512
"3pWcj8hxj3fsb9TDAcMpEl","The Chainsmokers","Somebody",46,96713967,921085.4,105,"69GGBxA162lTqCwzJG5jLp",10309994,"[u'edm', u'electropop', u'pop', u'tropical house']",89,0.616,0.0928,101.883,0.0328,0.186,0,0.532,10,223147,-7.074,0,0.292
"3Q33RhbyoFul9LdKKjticI","6LACK","Unfair",173,653668,653668,1,"4IVAbR2w4JJNJDDRFP3E83",1287223,"[u'alternative r&b', u'atl hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",84,0.266,0.116,112.006,0.0566,0.789,0.00242,0.39,5,136916,-11.231,0,0.0383
"3qC3qmZNDXu62hc8YbhWsy","Avicii","Dear Boy",140,752218,752218,1,"1vCWHaC5f2uS3yhpwWbIA6",11511246,"[u'big room', u'edm', u'pop']",85,0.581,0.3,124.995,0.112,0.000276,0.1,0.686,9,479333,-5.911,1,0.253
"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",28,25551720,1022068.8,25,"43ZHCT0cAZBISjO8DG9PnE",2650563,"[u'adult standards', u'christmas', u'rock-and-roll', u'rockabilly']",84,0.27,0.145,94.519,0.0425,0.902,0.00104,0.465,4,129173,-16.661,1,0.58
"3qk4wRMDlaeagZGjSYbsOV","G-Eazy","Sober",120,10675078,627945.764705882,17,"02kJSzxNuaWGqwubyUba0Z",3626014,"[u'hip hop', u'indie pop rap', u'pop', u'pop rap', u'rap']",86,0.766,0.32,96.281,0.231,0.263,0,0.558,6,203960,-5.953,0,0.182
"3qKCDFZp192KBEEtFj7fDa","Rae Sremmurd","CLOSE (feat. Travis Scott) - From SR3MM",68,9886411,760493.153846154,13,"7iZtZyCzp3LItcw1wtPI3D",4373252,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",82,0.736,0.111,140.034,0.0321,0.104,0,0.691,0,193510,-4.993,1,0.0395
"3qnoOm4fwZPBS116f5hpgF","Kanye West","All Mine",1,115155282,1515201.07894737,76,"5K4W6rqBFWDnAN6FQUkS6x",8968649,"[u'pop rap', u'rap']",92,0.308,0.0933,122.099,0.338,0.125,0,0.925,11,145507,-6.562,0,0.265
"3qNTqHjFfyJzMgZoYcUqjV","Wiz Khalifa","Ocean",178,652567,652567,1,"137W8MRPWKqSmrBGDBFSop",7674484,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",87,0.765,0.334,145.105,0.217,0.00152,0,0.822,8,211984,-6.67,0,0.642
"3QVIBuVrIe5IHOZepa7JBZ","XXXTENTACION","Slipknot (feat. Kin$oul & Killstation)",142,730566,730566,1,"15UsOTVnJzReFVN1VCnxy4",9514880,"[u'emo rap', u'miami hip hop']",99,0.541,0.1,81.92,0.397,0.47,0,0.448,4,209099,-11.34,0,0.237
"3QybPutx0Tjk472bBKjNWn","Sheck Wes","Mo Bamba",10,247899552,1758152.85106383,141,"2RDOrhPqAM4jzTRCEb19qX",294966,"[u'hip hop', u'pop rap', u'rap', u'trap music', u'underground hip hop']",82,0.629,0.163,146.067,0.0495,0.268,0.00114,0.738,6,180898,-4.882,0,0.319
"3qzp4hb3YaRIkezSceqpRR","Mumford & Sons","Guiding Light",87,1677167,838583.5,2,"3gd8FJtBJtkRxdfbTu19U2",4766718,"[u'modern rock']",83,0.667,0.0686,100.017,0.0439,0.0632,1.43e-05,0.554,7,217633,-9.343,1,0.281
"3R4Xk37WTagjzODMNEQLvs","Imagine Dragons","Bullet In A Gun",163,777480,777480,1,"53XhwfbYqKCa1cC15pYq2q",15301254,"[u'modern rock', u'rock']",93,0.735,0.0665,130.029,0.0539,0.16,0.000108,0.816,8,204853,-5.49,1,0.476
"3RD0PGolM0mETGHaprwgMn","Manuel Turizo","Culpables",156,25326214,588981.720930233,43,"0tmwSHipWxN12fsoLcFU3B",2904554,"[u'colombian pop', u'latin', u'latin pop', u'reggaeton']",87,0.31,0.198,177.601,0.296,0.94,5.65e-06,0.573,3,233930,-11.134,1,0.764
"3rFF7kSm5qBOOPs6ljFgPp","J. Cole","The Cut Off (feat. kiLL edward)",11,17625597,1468799.75,12,"6l3HvQ5sa6mXTsMTB19rO5",7069512,"[u'conscious hip hop', u'hip hop', u'pop rap', u'rap']",88,0.543,0.372,78.198,0.399,0.185,0,0.74,1,237295,-7.979,1,0.337
"3rPAD722s5FFNnwjC91t7Z","Anuel Aa","Quiere Beber",39,116082087,1036447.20535714,112,"2R21vXR83lH98kGeO99Y66",3915403,"[u'reggaeton flow', u'trap latino']",94,0.57,0.108,95.038,0.113,0.372,0.00524,0.773,8,187125,-3.482,1,0.772
"3rq5w4bQGigXOfdN30ATJt","Arctic Monkeys","Do I Wanna Know?",200,628049,628049,1,"7Ln80lUS6He07XvHI8qqHH",7143278,"[u'garage rock', u'indie rock', u'modern rock', u'permanent wave', u'rock', u'sheffield indie']",85,0.537,0.202,85.014,0.0325,0.186,0.00025,0.55,5,272394,-7.588,1,0.432
"3S0OXQeoh0w6AY8WQVckRW","Jason Mraz","I'm Yours",110,155827508,638637.327868852,244,"4phGZZrJZRo4ElhRtViYdl",3859528,"[u'acoustic pop', u'neo mellow', u'pop', u'pop rock']",81,0.457,0.105,150.953,0.0468,0.595,0,0.686,11,242187,-8.322,1,0.718
"3S2R0EVwBSAVMd5UMgKTL0","Michael Jackson","Thriller",20,4717271,943454.2,5,"3fMbdgg4jU18AjLCKBhRSm",8234707,"[u'pop']",86,0.859,0.914,118.458,0.0747,0.0855,0.00018,0.773,11,357267,-4.913,1,0.813
